strategy,signal_count,avg_return_15d,avg_return_30d,avg_alpha_15d,avg_alpha_30d,beat_rate_15d,beat_rate_30d
positive_interest,319,2.321516154172535,11.400505651928,-1.2160667812062056,0.3695673871765929,0.3881856540084388,0.41284403669724773
volume_spike_strict,223,1.184370492163507,12.359207210353635,-2.8860850125908897,1.0885874091050805,0.3597560975609756,0.4358974358974359
positive_money_flow,131,3.748090921606602,14.611356047979228,-0.8287118381407955,2.533230302353216,0.40816326530612246,0.4489795918367347
strong_momentum,44,0.7638629451664503,20.13697014434974,-4.5646243331317224,8.30876822727992,0.40625,0.45
silent_accumulation,32,6.548070959074616,25.244274817100628,2.2872375547737915,12.108016057871112,0.4,0.6363636363636364
