period_start,period_end,effective_as_of_date,universe,benchmark,universe_symbol_count,benchmark_symbol,strategy,basket_mode,signal_count,unique_symbol_count,basket_return_15d,basket_return_30d,benchmark_return_15d,benchmark_return_30d,basket_alpha_15d,basket_alpha_30d,basket_return_to_current,benchmark_return_to_current,basket_alpha_to_current,avg_return_15d,avg_return_30d,avg_return_to_current,median_return_15d,median_return_30d,median_return_to_current,trimmed_mean_return_15d,trimmed_mean_return_30d,trimmed_mean_return_to_current,avg_alpha_15d,avg_alpha_30d,avg_alpha_to_current,median_alpha_15d,median_alpha_30d,median_alpha_to_current,trimmed_mean_alpha_15d,trimmed_mean_alpha_30d,trimmed_mean_alpha_to_current,positive_rate_15d,positive_rate_30d,positive_rate_to_current,beat_rate_15d,beat_rate_30d,beat_rate_to_current,valid_return_15d_count,valid_return_30d_count,valid_return_to_current_count,best_symbol_15d,best_return_15d,worst_symbol_15d,worst_return_15d,best_symbol_30d,best_return_30d,worst_symbol_30d,worst_return_30d,best_symbol_to_current,best_return_to_current,worst_symbol_to_current,worst_return_to_current,top_1_contribution_30d_pct,top_3_contribution_30d_pct,top_1_contribution_to_current_pct,top_3_contribution_to_current_pct,outlier_warning,low_sample_warning
2026-04-01,2026-05-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,397,397,8.86675485390898,,7.082323320239515,,1.7844315336694647,,10.466035100546383,8.19248377132318,2.273551329223203,8.86675485390898,,10.466035100546383,5.0167224080267525,,6.545820745216524,6.2486175824322885,,7.997562125667415,1.7844315336694618,,2.2735513292231926,-2.7799569656509204,,-1.124895156090111,-0.8662425609252389,,0.013065420274081698,0.7330677290836654,,0.7380352644836272,0.398406374501992,,0.4609571788413098,251,0,397,BIGEN,139.41463414634146,BLCYT,-38.490926456542496,,,,,PRZMA,149.7601918465228,ENSRI,-51.0507880910683,,,3.604322924203598,10.139408317318567,False,False
2026-04-01,2026-05-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,219,219,7.327375711543504,,7.4743234834272325,,-0.14694777188372843,,8.934919718096554,7.963843299804106,0.9710764182924478,7.327375711543504,,8.934919718096554,4.009163802978222,,5.629139072847678,5.895446846274186,,6.995821045567004,-0.1469477718837296,,0.9710764182924522,-2.2532622977766925,,-1.3462098751867435,-1.5745622232574237,,-0.5919252128902105,0.6747967479674797,,0.6575342465753424,0.3983739837398374,,0.4474885844748858,123,0,219,BORLS,130.9090909090909,ENSRI,-61.35294117647059,,,,,PRZMA,149.7601918465228,ENSRI,-67.11764705882352,,,7.653526993251559,17.15797093408401,False,False
2026-04-01,2026-05-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,70,70,3.8924931248074164,,7.7251656472398205,,-3.832672522432404,,5.18037745945705,7.323381381161402,-2.143003921704352,3.8924931248074164,,5.18037745945705,3.6600496277915617,,3.3014017301629006,4.443767794344616,,4.310663349501501,-3.832672522432404,,-2.1430039217043606,-5.157872148896803,,-3.97161876862977,-3.5883817860645997,,-2.6894790175454344,0.6060606060606061,,0.6285714285714286,0.3333333333333333,,0.37142857142857144,33,0,70,KGYO,44.31818181818181,ENSRI,-61.35294117647059,,,,,KGYO,51.388888888888886,ENSRI,-67.11764705882352,,,14.171302957601997,38.0321231032169,False,False
2026-04-01,2026-05-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,102,102,10.431721387136054,,7.9003195733032605,,2.531401813832794,,12.531027774959837,8.560377392137653,3.9706503828221837,10.431721387136054,,12.531027774959837,6.8359375,,5.961156189917549,8.168420897026417,,9.666997910516686,2.5314018138327907,,3.9706503828221775,-0.695724903244411,,-0.6985214736189072,0.13863145701428836,,1.412901485985692,0.6949152542372882,,0.6862745098039216,0.4406779661016949,,0.47058823529411764,59,0,102,BORLS,130.9090909090909,BLCYT,-38.490926456542496,,,,,OZATD,119.76212259835317,BLCYT,-31.15568290353391,,,9.36984960796931,25.579507535454038,False,False
2026-04-01,2026-05-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,354,354,8.703638646998309,,7.381054397855008,,1.3225842491433006,,11.309921257802479,8.4812296405334,2.8286916172690795,8.703638646998309,,11.309921257802479,4.869185479783211,,7.101679929266136,6.08227752187212,,8.735090977106218,1.3225842491433015,,2.828691617269101,-2.575372806452736,,-0.8746164592319801,-1.2102451294795287,,0.42520108845675963,0.7175925925925926,,0.7598870056497176,0.375,,0.4604519774011299,216,0,354,BIGEN,139.41463414634146,BLCYT,-33.84551495016611,,,,,PRZMA,149.7601918465228,TMPOL,-43.351910828025474,,,3.7405334639717553,10.75387347709242,False,False
2026-05-01,2026-06-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,111,111,,,,,,,3.005292241239495,2.042814419000902,0.962477822238593,,,3.005292241239495,,,1.348314606741563,,,2.4669263462543447,,,0.9624778222385943,,,0.17887667525102735,,,0.6507725943385827,,,0.6486486486486487,,,0.5045045045045045,0,0,111,,,,,,,,,YEOTK,31.377343113284418,NTGAZ,-11.66306695464363,,,9.406032561737119,23.811064966710806,False,False
2026-05-01,2026-06-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,65,65,,,,,,,3.100795973702978,2.0811573637922596,1.0196386099107184,,,3.100795973702978,,,1.8181818181818077,,,2.976372333832611,,,1.0196386099107169,,,0.586360423060861,,,1.1413415278008725,,,0.6923076923076923,,,0.5692307692307692,0,0,65,,,,,,,,,YEOTK,22.121212121212118,NTGAZ,-11.66306695464363,,,10.975450923329268,30.063293837517485,False,False
2026-05-01,2026-06-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,24,24,,,,,,,3.629541469154852,2.1312208697715156,1.4983205993833364,,,3.629541469154852,,,2.5120170086892157,,,3.246045325935537,,,1.4983205993833375,,,1.3909968637845327,,,0.9889090789509265,,,0.7083333333333334,,,0.6666666666666666,0,0,24,,,,,,,,,YEOTK,20.930232558139505,DSTKF,-9.98198198198198,,,24.02763629144818,60.83614627138832,False,False
2026-05-01,2026-06-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,31,31,,,,,,,3.840928638490355,2.272229662433221,1.5686989760571342,,,3.840928638490355,,,1.9230769230769162,,,3.7026703730876442,,,1.5686989760571324,,,1.0457254761797818,,,1.7128168180564574,,,0.6129032258064516,,,0.5483870967741935,0,0,31,,,,,,,,,YEOTK,22.121212121212118,NTGAZ,-11.66306695464363,,,18.578514597488216,43.41284412456752,False,False
2026-05-01,2026-06-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,93,93,,,,,,,3.319574960863372,2.0151196115821173,1.3044553492812545,,,3.319574960863372,,,1.9230769230769162,,,2.65742202018666,,,1.304455349281257,,,0.22258333327760393,,,0.9957155034796473,,,0.6881720430107527,,,0.5161290322580645,0,0,93,,,,,,,,,YEOTK,31.377343113284418,ENSRI,-18.926758520667143,,,10.163674269810684,26.14168524537479,False,False
