period_start,period_end,effective_as_of_date,universe,benchmark,universe_symbol_count,benchmark_symbol,strategy,basket_mode,signal_count,unique_symbol_count,basket_return_15d,basket_return_30d,benchmark_return_15d,benchmark_return_30d,basket_alpha_15d,basket_alpha_30d,basket_return_to_current,benchmark_return_to_current,basket_alpha_to_current,avg_return_15d,avg_return_30d,avg_return_to_current,median_return_15d,median_return_30d,median_return_to_current,trimmed_mean_return_15d,trimmed_mean_return_30d,trimmed_mean_return_to_current,avg_alpha_15d,avg_alpha_30d,avg_alpha_to_current,median_alpha_15d,median_alpha_30d,median_alpha_to_current,trimmed_mean_alpha_15d,trimmed_mean_alpha_30d,trimmed_mean_alpha_to_current,positive_rate_15d,positive_rate_30d,positive_rate_to_current,beat_rate_15d,beat_rate_30d,beat_rate_to_current,valid_return_15d_count,valid_return_30d_count,valid_return_to_current_count,best_symbol_15d,best_return_15d,worst_symbol_15d,worst_return_15d,best_symbol_30d,best_return_30d,worst_symbol_30d,worst_return_30d,best_symbol_to_current,best_return_to_current,worst_symbol_to_current,worst_return_to_current,top_1_contribution_30d_pct,top_3_contribution_30d_pct,top_1_contribution_to_current_pct,top_3_contribution_to_current_pct,outlier_warning,low_sample_warning
2025-01-01,2025-02-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-01-01,2025-02-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-01-01,2025-02-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-01-01,2025-02-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-01-01,2025-02-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-02-01,2025-03-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-02-01,2025-03-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-02-01,2025-03-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-02-01,2025-03-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-02-01,2025-03-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-03-01,2025-04-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-03-01,2025-04-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-03-01,2025-04-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-03-01,2025-04-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-03-01,2025-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-04-01,2025-05-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-04-01,2025-05-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-04-01,2025-05-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-04-01,2025-05-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-04-01,2025-05-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-05-01,2025-06-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-05-01,2025-06-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-05-01,2025-06-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-05-01,2025-06-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-05-01,2025-06-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-06-01,2025-07-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-06-01,2025-07-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-06-01,2025-07-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-06-01,2025-07-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-06-01,2025-07-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-07-01,2025-08-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-07-01,2025-08-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-07-01,2025-08-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-07-01,2025-08-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-07-01,2025-08-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-08-01,2025-09-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-08-01,2025-09-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-08-01,2025-09-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-08-01,2025-09-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-08-01,2025-09-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-09-01,2025-10-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-09-01,2025-10-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-09-01,2025-10-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-09-01,2025-10-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-09-01,2025-10-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-10-01,2025-11-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-10-01,2025-11-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-10-01,2025-11-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-10-01,2025-11-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-10-01,2025-11-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-11-01,2025-12-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-11-01,2025-12-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-11-01,2025-12-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-11-01,2025-12-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-11-01,2025-12-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-12-01,2026-01-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-12-01,2026-01-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-12-01,2026-01-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-12-01,2026-01-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-12-01,2026-01-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-01-01,2026-02-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-01-01,2026-02-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-01-01,2026-02-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-01-01,2026-02-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-01-01,2026-02-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-02-01,2026-03-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-02-01,2026-03-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-02-01,2026-03-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-02-01,2026-03-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-02-01,2026-03-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,positive_interest,first_signal_per_symbol,306,306,4.896937461151715,14.454278405201338,3.9519273025061623,11.583685513281871,0.945010158645553,2.8705928919194665,20.143376909358253,15.749938643690298,4.393438265667955,4.896937461151715,14.454278405201338,20.143376909358253,2.02788039531433,9.03225806451613,14.457413362280835,3.052698038174992,10.617045627658088,16.14666726291207,0.945010158645554,2.8705928919194657,4.393438265667871,-1.4410665214207086,-1.578558578478173,-0.9865882869815268,-0.8386169791440033,-0.9119484493651752,0.39283210350055586,0.5816993464052288,0.7171314741035857,0.7810457516339869,0.43790849673202614,0.4302788844621514,0.4803921568627451,306,251,306,ANELE,155.20000000000002,NUHCM,-31.30620985010707,RALYH,157.68955650929897,NIBAS,-35.96403596403596,ANELE,269.0,ENSRI,-60.909090909090914,4.346431052766325,11.072446471624012,4.364138998520423,10.045168819055029,False,False
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,positive_money_flow,first_signal_per_symbol,146,146,5.674299488913744,11.648648880767164,5.151453215290843,12.216940628283576,0.5228462736229007,-0.5682917475164118,18.494215053085505,15.97395048637752,2.5202645667079846,5.674299488913744,11.648648880767164,18.494215053085505,1.5955910666153206,7.487237663074309,14.253915757789715,3.826177998669725,8.020633547368714,13.242124996896525,0.5228462736229003,-0.5682917475164071,2.520264566707997,-1.5640555550071489,-4.2023406425067975,-2.1171293768028177,-0.9342900745996638,-4.013213932057699,-2.6245517427845857,0.5821917808219178,0.6956521739130435,0.7191780821917808,0.4589041095890411,0.3652173913043478,0.4589041095890411,146,115,146,ANELE,155.20000000000002,NUHCM,-31.30620985010707,RALYH,142.01434159061276,NIBAS,-35.96403596403596,ANELE,269.0,NIBAS,-35.96403596403596,10.601292311404206,27.762831909930284,9.96238958039621,22.236146693174305,False,False
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,silent_accumulation,first_signal_per_symbol,41,41,5.287791921420985,11.978364875639468,5.240031573628261,11.654627031169165,0.047760347792723756,0.32373784447030296,19.8944341931836,15.830976245799182,4.063457947384418,5.287791921420985,11.978364875639468,19.8944341931836,4.559426229508201,7.838114754098369,10.408921933085512,4.847960224932847,6.751319034530899,10.920655563601247,0.04776034779272447,0.3237378444703015,4.063457947384417,-3.003834179879349,-5.445973531584668,-3.9779779830758883,-0.752208538088131,-5.236272797642654,-4.989247260425845,0.6097560975609756,0.6774193548387096,0.6585365853658537,0.3902439024390244,0.3870967741935484,0.3902439024390244,41,31,41,KRDMB,48.441492079713846,EYGYO,-30.940594059405946,RALYH,157.68955650929897,DITAS,-35.483870967741936,RALYH,176.28755364806864,DITAS,-30.36290322580646,42.46622924086859,78.54350626213032,21.61255951633898,59.52682271616981,False,False
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,strong_momentum,first_signal_per_symbol,77,77,2.762572873983094,10.664322737338779,4.658863216116985,12.019057025004761,-1.896290342133891,-1.3547342876659823,16.238539792079372,15.86298741148536,0.3755523805940122,2.762572873983094,10.664322737338779,16.238539792079372,0.2538071065989689,4.254724411800048,9.40044411547003,2.130809321414688,6.4838507098188725,12.82354199046753,-1.8962903421338901,-1.3547342876659814,0.37555238059400553,-2.311487729669348,-6.02793287518193,-4.98645580069137,-2.871595618659229,-5.474841295426979,-3.109451865135251,0.5194805194805194,0.625,0.6363636363636364,0.44155844155844154,0.375,0.45454545454545453,77,64,77,RALYH,67.04693611473272,EYGYO,-41.54175588865097,RALYH,142.01434159061276,EYGYO,-37.25910064239828,BIGEN,158.58798735511064,TMPOL,-39.80541455160744,20.807454369175034,49.78090349157242,12.683309446146573,33.41694651805657,False,False
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,270,270,3.977498961890342,15.422001632992158,4.438634233618415,11.837746748441216,-0.461135271728073,3.5842548845509423,20.305058074955827,16.053623765937274,4.251434309018553,3.977498961890342,15.422001632992158,20.305058074955827,1.0148677960517216,9.135499693439609,13.892127459415114,2.223428048768059,11.795811524438744,16.32287519375789,-0.46113527172807167,3.584254884550946,4.2514343090185145,-3.177781037915839,-2.5258643224308486,-2.297443521089071,-2.213413503276384,-0.0431805279592504,0.2278462882785276,0.5407407407407407,0.7276995305164319,0.7666666666666667,0.3851851851851852,0.4413145539906103,0.4666666666666667,270,213,270,ANELE,155.20000000000002,EYGYO,-41.54175588865097,RALYH,157.68955650929897,EYGYO,-37.25910064239828,ANELE,269.0,ENSRI,-60.909090909090914,4.80045699643755,12.076161253339707,4.906640959205745,11.293874183755825,False,False
