period_start,symbol,status,baseline_signal,passed_quality_filter,filter_reasons,failed_reasons,return_15d,return_30d,return_to_current,benchmark_return_to_current,elapsed_seconds,error_message,updated_at
2025-09-01,A1CAP,completed,1,1,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,36.94466095089635,,-10.054559625876855,30.99801885135125,0.001,,2026-05-25T15:14:14.051942Z
2025-09-01,A1YEN,no_signal,0,0,,,,,,,0.001,,2026-05-25T15:14:14.052140Z
2025-09-01,AAGYO,no_signal,0,0,,,,,,,0.001,,2026-05-25T15:14:14.052329Z
2025-09-01,ACSEL,no_signal,0,0,,,,,,,0.001,,2026-05-25T15:14:14.052492Z
2025-09-01,ADEL,completed,1,1,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,5.828043854587439,,28.793998845931924,37.90023858220282,0.002,,2026-05-25T15:14:14.053206Z
2025-09-01,ADESE,no_signal,0,0,,,,,,,0.002,,2026-05-25T15:14:14.053398Z
2025-09-01,ADGYO,no_signal,0,0,,,,,,,0.003,,2026-05-25T15:14:14.053555Z
2025-09-01,AEFES,no_signal,0,0,,,,,,,0.003,,2026-05-25T15:14:14.053712Z
2025-09-01,AFYON,no_signal,0,0,,,,,,,0.003,,2026-05-25T15:14:14.053866Z
2025-09-01,AGESA,completed,1,1,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,-3.822222222222216,,10.22222222222222,18.158078049056,0.004,,2026-05-25T15:14:14.054572Z
2025-09-01,AGHOL,completed,1,1,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,25.34296028880867,,26.57039711191338,38.34149827057627,0.004,,2026-05-25T15:14:14.055300Z
2025-09-01,AGROT,no_signal,0,0,,,,,,,0.004,,2026-05-25T15:14:14.055474Z
2025-09-01,AGYO,no_signal,0,0,,,,,,,0.005,,2026-05-25T15:14:14.055639Z
2025-09-01,AHGAZ,no_signal,0,0,,,,,,,0.005,,2026-05-25T15:14:14.055796Z
2025-09-01,AHSGY,no_signal,0,0,,,,,,,0.005,,2026-05-25T15:14:14.055949Z
