strategy,period_count,active_period_count,empty_period_count,total_signal_count,total_unique_symbol_count,avg_basket_return_15d,avg_basket_return_30d,avg_basket_return_to_current,median_basket_return_15d,median_basket_return_30d,median_basket_return_to_current,avg_basket_alpha_15d,avg_basket_alpha_30d,avg_basket_alpha_to_current,median_basket_alpha_15d,median_basket_alpha_30d,median_basket_alpha_to_current,positive_period_rate_15d,positive_period_rate_30d,positive_period_rate_to_current,beat_period_rate_15d,beat_period_rate_30d,beat_period_rate_to_current,best_period_to_current,worst_period_to_current,consistency_score,outlier_period_count,low_sample_period_count
volume_spike_strict,29,29,0,7122,7122,2.6136243349509156,7.038843528308927,70.07227614878917,2.8855018296768082,7.204334803412788,41.47272295440303,-0.39542163356887755,1.5812702256694282,34.850212731356166,-0.2752193513134755,2.3851766536369814,6.7823270241350855,0.8214285714285714,0.8888888888888888,1.0,0.4642857142857143,0.6666666666666666,0.7931034482758621,2024-01-01,2026-05-01,77.23955482576173,14,0
