strategy,period_count,active_period_count,empty_period_count,total_signal_count,total_unique_symbol_count,avg_basket_return_15d,avg_basket_return_30d,avg_basket_return_to_current,median_basket_return_15d,median_basket_return_30d,median_basket_return_to_current,avg_basket_alpha_15d,avg_basket_alpha_30d,avg_basket_alpha_to_current,median_basket_alpha_15d,median_basket_alpha_30d,median_basket_alpha_to_current,positive_period_rate_15d,positive_period_rate_30d,positive_period_rate_to_current,beat_period_rate_15d,beat_period_rate_30d,beat_period_rate_to_current,best_period_to_current,worst_period_to_current,consistency_score,outlier_period_count,low_sample_period_count
volume_spike_strict,17,3,14,324,324,7.358050067912988,13.930687295842809,12.777790930381153,7.358050067912988,13.930687295842809,13.169496477738342,1.5865876477232124,2.2274317668237096,3.9741616243030506,1.5865876477232124,2.2274317668237096,4.370193283008497,1.0,1.0,1.0,0.5,1.0,1.0,2026-03-01,2026-05-01,91.66666666666667,0,14
