period_start,period_end,effective_as_of_date,universe,benchmark,universe_symbol_count,benchmark_symbol,strategy,basket_mode,quality_filter_enabled,min_last_turnover_try,min_avg_turnover_20d_try,max_rsi_14,max_return_5d_pct,max_return_10d_pct,require_strong_close,min_close_position,signal_count_before_quality_filter,signal_count_after_quality_filter,filtered_out_count,signal_count,unique_symbol_count,basket_return_15d,basket_return_30d,benchmark_return_15d,benchmark_return_30d,basket_alpha_15d,basket_alpha_30d,basket_return_to_current,benchmark_return_to_current,basket_alpha_to_current,avg_return_15d,avg_return_30d,avg_return_to_current,median_return_15d,median_return_30d,median_return_to_current,trimmed_mean_return_15d,trimmed_mean_return_30d,trimmed_mean_return_to_current,avg_alpha_15d,avg_alpha_30d,avg_alpha_to_current,median_alpha_15d,median_alpha_30d,median_alpha_to_current,trimmed_mean_alpha_15d,trimmed_mean_alpha_30d,trimmed_mean_alpha_to_current,positive_rate_15d,positive_rate_30d,positive_rate_to_current,beat_rate_15d,beat_rate_30d,beat_rate_to_current,valid_return_15d_count,valid_return_30d_count,valid_return_to_current_count,best_symbol_15d,best_return_15d,worst_symbol_15d,worst_return_15d,best_symbol_30d,best_return_30d,worst_symbol_30d,worst_return_30d,best_symbol_to_current,best_return_to_current,worst_symbol_to_current,worst_return_to_current,top_1_contribution_30d_pct,top_3_contribution_30d_pct,top_1_contribution_to_current_pct,top_3_contribution_to_current_pct,outlier_warning,low_sample_warning
2025-01-01,2025-02-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-02-01,2025-03-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-03-01,2025-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-04-01,2025-05-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-05-01,2025-06-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-06-01,2025-07-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-07-01,2025-08-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-08-01,2025-09-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-09-01,2025-10-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-10-01,2025-11-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-11-01,2025-12-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2025-12-01,2026-01-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-01-01,2026-02-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-02-01,2026-03-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,False,True
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,272,114,158,114,114,3.5833331989066006,13.930687295842809,4.720461729562011,11.7032555290191,-1.1371285306554104,2.2274317668237096,20.37626910634861,16.00607582334011,4.370193283008497,3.5833331989066006,13.930687295842809,20.37626910634861,0.3283224032785581,7.995618838992313,14.26459616441167,1.812249338764195,10.295811463369883,15.42257753129742,-1.1371285306554104,2.22743176682371,4.370193283008518,-2.3399474124373763,-1.578558578478173,-1.8267282417569133,-2.7267720570587537,-1.255620766684043,-0.6287383928151682,0.5350877192982456,0.7415730337078652,0.7543859649122807,0.40350877192982454,0.43820224719101125,0.4649122807017544,114,89,114,ANELE,155.20000000000002,EYGYO,-41.54175588865097,BIGEN,126.5625,EYGYO,-37.25910064239828,ANELE,269.0,TMPOL,-39.80541455160744,10.208043089317789,27.663940322570408,11.580378677232057,23.33389734414113,False,False
2026-04-01,2026-05-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,355,163,192,163,163,11.132766936919374,,6.822463110817539,,4.310303826101835,,13.169496477738342,8.12739410274898,5.042102374989362,11.132766936919374,,13.169496477738342,6.012658227848111,,7.980717728976949,7.796521504932496,,9.905696448104784,4.310303826101835,,5.042102374989364,-0.3125845734791586,,1.1616506159750406,1.166860697596118,,2.2162824174958082,0.6952380952380952,,0.7423312883435583,0.4857142857142857,,0.5276073619631901,105,0,163,BIGEN,139.41463414634146,ZERGY,-22.839506172839506,,,,,PRZMA,149.7601918465228,ZERGY,-18.20987654320988,,,6.97653235763868,18.70836876651977,False,False
2026-05-01,2026-06-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,first_signal_per_symbol,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,93,47,46,47,47,,,,,,,4.78760720705651,2.277417992145217,2.510189214911293,,,4.78760720705651,,,3.3764367816092156,,,4.14040819547324,,,2.5101892149112923,,,1.0457254761797818,,,2.1486808899712617,,,0.723404255319149,,,0.5319148936170213,0,0,47,,,,,,,,,YEOTK,31.377343113284418,NTGAZ,-11.66306695464363,,,13.944398863371882,35.299791392191,False,False
