period_start,period_end,effective_as_of_date,universe,benchmark,universe_symbol_count,benchmark_symbol,strategy,quality_filter_enabled,min_last_turnover_try,min_avg_turnover_20d_try,max_rsi_14,max_return_5d_pct,max_return_10d_pct,require_strong_close,min_close_position,signal_count_before_quality_filter,signal_count_after_quality_filter,filtered_out_count,symbol,signal_date,entry_price,entry_price,exit_date_15d,exit_date_15d,exit_15d_close,return_15d,benchmark_return_15d,alpha_15d,beat_xu100_15d,exit_date_30d,exit_date_30d,exit_30d_close,return_30d,benchmark_return_30d,alpha_30d,beat_xu100_30d,exit_date_to_current,exit_price_to_current,return_to_current,benchmark_return_to_current,alpha_to_current,beat_xu100_to_current,turnover,avg_turnover_20d,ma20,rsi_14,return_5d_pct,return_10d_pct,filter_passed,filter_reasons,failed_reasons,interest_score,rvol_20d,turnover_ratio_20d,close_position,daily_return_pct,near_20d_high_pct,above_ma20,above_ma50
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,272,114,158,ATATP,2026-03-05,168.8,168.8,2026-03-27 09:00:00,2026-03-27 09:00:00,145.3,-13.921800947867302,-2.911094409099213,-11.010706538768089,False,2026-04-17 09:00:00,2026-04-17 09:00:00,148.0,-12.322274881516593,11.537641076143078,-23.859915957659673,False,2026-05-08 09:00:00,164.0,-2.8436018957346043,15.167295795604074,-18.010897691338677,False,533996943.20000005,241194605.06,159.605,55.52325581395349,11.8621603711067,1.564380264741283,True,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,80.0,2.1340340625670473,2.213967194942698,0.8581081081081086,8.622908622908621,,True,True
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,272,114,158,KLMSN,2026-03-05,34.04,34.04,2026-03-27 09:00:00,2026-03-27 09:00:00,29.14,-14.394829612220917,-2.911094409099213,-11.483735203121704,False,2026-04-17 09:00:00,2026-04-17 09:00:00,35.54,4.406580493537016,11.537641076143078,-7.131060582606063,False,2026-05-08 09:00:00,34.84,2.350176263219761,15.167295795604074,-12.817119532384314,False,211405045.56,98374717.404,31.269,56.41025641025641,1.008902077151319,12.864721485411135,True,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,80.0,2.0119041246051323,2.1489774114604376,0.8333333333333334,7.994923857868019,,True,True
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,272,114,158,KRONT,2026-03-05,17.01,17.01,2026-03-27 09:00:00,2026-03-27 09:00:00,19.97,17.401528512639608,-2.911094409099213,20.31262292173882,True,2026-04-17 09:00:00,2026-04-17 09:00:00,21.0,23.456790123456784,11.537641076143078,11.919149047313706,True,2026-05-08 09:00:00,21.76,27.92475014697238,15.167295795604074,12.757454351368304,True,77313358.71000001,26837816.035000004,15.755000000000004,56.218905472636806,13.173652694610794,8.759590792838878,True,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,85.0,2.671591732660435,2.8807619297029734,0.9935064935064948,9.883720930232576,,True,True
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,272,114,158,TKNSA,2026-03-05,23.98,23.98,2026-03-27 09:00:00,2026-03-27 09:00:00,20.04,-16.4303586321935,-2.911094409099213,-13.519264223094286,False,2026-04-17 09:00:00,2026-04-17 09:00:00,24.2,0.917431192660545,11.537641076143078,-10.620209883482534,False,2026-05-08 09:00:00,22.84,-4.75396163469558,15.167295795604074,-19.921257430299654,False,221207226.9,96419940.18899998,23.556000000000004,46.21578099838968,14.84674329501916,6.294326241134751,True,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,65.0,2.212257697011164,2.294206224007141,0.6947368421052639,4.807692307692313,,True,False
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,272,114,158,TRHOL,2026-03-05,819.0,819.0,2026-03-27 09:00:00,2026-03-27 09:00:00,975.0,19.047619047619047,-2.911094409099213,21.95871345671826,True,2026-04-17 09:00:00,2026-04-17 09:00:00,1175.0,43.46764346764347,11.537641076143078,31.93000239150039,True,2026-05-08 09:00:00,1400.0,70.94017094017093,15.167295795604074,55.772875144566854,True,507862719.0,150911602.95,762.75,62.73653566229986,0.9864364981504226,8.909574468085113,True,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,90.0,3.0857113284635136,3.3652993479120688,0.9,6.294613887086298,,True,True
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,272,114,158,AYCES,2026-03-06,587.0,587.0,2026-03-30 09:00:00,2026-03-30 09:00:00,805.0,37.13798977853493,-1.301199658245522,38.43918943678045,True,2026-04-20 09:00:00,2026-04-20 09:00:00,1247.0,112.43611584327087,13.226961082045307,99.20915476122556,True,2026-05-08 09:00:00,699.0,19.080068143100505,17.743091627250006,1.3369765158504983,True,124459849.0,42165836.7875,520.3375,61.98044009779951,12.022900763358768,13.759689922480622,True,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,95.0,2.6006488528551364,2.9516750640389504,1.0,9.107806691449817,,True,True
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,272,114,158,BSOKE,2026-03-06,32.94,32.94,2026-03-30 09:00:00,2026-03-30 09:00:00,32.8,-0.4250151791135415,-1.301199658245522,0.8761844791319806,True,2026-04-20 09:00:00,2026-04-20 09:00:00,35.42,7.528840315725582,13.226961082045307,-5.698120766319724,False,2026-05-08 09:00:00,39.5,19.91499696417729,17.743091627250006,2.171905336927285,True,548034704.28,239296828.477,29.677999999999997,58.61297539149888,12.962962962962955,14.613778705636737,True,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,95.0,2.048473294818679,2.2901879133457648,1.0,9.946595460614137,,True,True
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,272,114,158,BLCYT,2026-03-09,41.06,41.06,2026-03-31 09:00:00,2026-03-31 09:00:00,47.6,15.927910375060893,0.7005196032120908,15.227390771848803,True,2026-04-21 09:00:00,2026-04-21 09:00:00,32.52,-20.79883097905504,13.174303259329246,-33.97313423838429,False,2026-05-08 09:00:00,36.04,-12.226010716025337,18.584868524641784,-30.81087924066712,False,191901341.86,53547202.41499999,38.649,59.078947368421076,14.692737430167613,11.273712737127383,True,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,90.0,3.4900026329887046,3.5837790436320414,1.0,9.962506695232998,,True,True
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,272,114,158,EGGUB,2026-03-09,107.0,107.0,2026-03-31 09:00:00,2026-03-31 09:00:00,116.5,8.878504672897192,0.7005196032120908,8.1779850696851,True,2026-04-21 09:00:00,2026-04-21 09:00:00,122.8,14.766355140186915,13.174303259329246,1.5920518808576691,True,2026-05-08 09:00:00,129.4,20.934579439252342,18.584868524641784,2.349710914610558,True,892455221.0,67955296.16,94.2925,62.70053475935829,22.917863296955776,16.93989071038251,True,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,85.0,11.505509764236939,13.132975226812698,0.6103896103896105,7.000000000000006,,True,True
2026-03-01,2026-04-01,2026-05-08,XUTUM,XU100,567,XU100,volume_spike_strict,True,10000000.0,10000000.0,78.0,35.0,60.0,True,0.6,272,114,158,EKSUN,2026-03-09,5.66,5.66,2026-03-31 09:00:00,2026-03-31 09:00:00,5.21,-7.9505300353356905,0.7005196032120908,-8.651049638547782,False,2026-04-21 09:00:00,2026-04-21 09:00:00,6.1,7.773851590105996,13.174303259329246,-5.4004516692232505,False,2026-05-08 09:00:00,6.5,14.840989399293282,18.584868524641784,-3.743879125348503,False,69058237.32000001,23746876.070499998,5.6295,36.84210526315788,10.116731517509736,-1.565217391304341,True,"volume_spike_strict,min_last_turnover_try,min_avg_turnover_20d_try,above_ma20,max_rsi_14,max_return_5d_pct,max_return_10d_pct,strong_close",,75.0,2.9478571412867054,2.9080977689435494,0.9166666666666666,6.994328922495274,,True,False
