symbol,first_date,last_date,row_count,has_2024_data,has_2025_data,has_2026_data,required_lookback_ready_for_2024_01_01,status,reason
OZKGY,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
OZRDN,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
OZSUB,2022-11-29,2026-05-08,861,1,1,1,1,ok,
OZYSR,2024-05-29,2026-05-08,488,1,1,1,0,ok,
PAGYO,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PAHOL,2025-11-21,2026-05-08,117,0,1,1,0,ok,
PAMEL,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PAPIL,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PARSN,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PASEU,2023-06-14,2026-05-08,728,1,1,1,1,ok,
PATEK,2024-02-13,2026-05-08,559,1,1,1,0,ok,
PCILT,2021-12-01,2026-05-08,1112,1,1,1,1,ok,
PEKGY,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PENGD,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PENTA,2021-05-17,2026-05-08,1246,1,1,1,1,ok,
PETKM,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PETUN,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PGSUS,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PINSU,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PKART,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PKENT,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PLTUR,2022-12-14,2026-05-08,850,1,1,1,1,ok,
PNLSN,2022-02-18,2026-05-08,1055,1,1,1,1,ok,
PNSUT,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
POLHO,2021-01-06,2026-05-08,1333,1,1,1,1,ok,
POLTK,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PRDGS,2022-06-15,2026-05-08,976,1,1,1,1,ok,
PRKAB,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PRKME,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PRZMA,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PSDTC,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
PSGYO,2021-12-16,2026-05-08,1101,1,1,1,1,ok,
QUAGR,2021-04-09,2026-05-08,1269,1,1,1,1,ok,
RALYH,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
RAYSG,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
REEDR,2023-09-21,2026-05-08,661,1,1,1,1,ok,
RGYAS,2024-04-26,2026-05-08,510,1,1,1,0,ok,
RNPOL,2021-12-06,2026-05-08,1109,1,1,1,1,ok,
RODRG,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
RTALB,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
RUBNS,2022-07-06,2026-05-08,960,1,1,1,1,ok,
RUZYE,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
RYGYO,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
RYSAS,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SAFKR,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SAHOL,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SAMAT,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SANEL,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SANFM,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SANKO,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SARKY,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SASA,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SAYAS,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SDTTR,2023-01-04,2026-05-08,835,1,1,1,1,ok,
SEGMN,2024-07-04,2026-05-08,465,1,1,1,0,ok,
SEGYO,2022-06-07,2026-05-08,981,1,1,1,1,ok,
SEKFK,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SEKUR,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SELEC,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SELVA,2021-06-25,2026-05-08,1218,1,1,1,1,ok,
SERNT,2025-02-04,2026-05-08,316,0,1,1,0,ok,
SEYKM,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SILVR,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SISE,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SKBNK,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SKTAS,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SKYLP,2021-01-06,2026-05-08,1333,1,1,1,1,ok,
SKYMD,2023-12-06,2026-05-08,607,1,1,1,1,ok,
SMART,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SMRTG,2022-03-24,2026-05-08,1031,1,1,1,1,ok,
SMRVA,2024-12-18,2026-05-08,349,1,1,1,0,ok,
SNGYO,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SNICA,2022-11-24,2026-05-08,864,1,1,1,1,ok,
SOKE,2023-01-12,2026-05-08,829,1,1,1,1,ok,
SOKM,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SONME,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SRVGY,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
SUNTK,2022-05-20,2026-05-08,994,1,1,1,1,ok,
SURGY,2023-12-14,2026-05-08,601,1,1,1,1,ok,
SUWEN,2022-04-21,2026-05-08,1011,1,1,1,1,ok,
SVGYO,2026-03-06,2026-05-08,17,0,0,1,0,ok,
TABGD,2023-10-26,2026-05-08,636,1,1,1,1,ok,
TARKM,2023-09-12,2026-05-08,668,1,1,1,1,ok,
TATEN,2023-08-17,2026-05-08,685,1,1,1,1,ok,
TATGD,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TAVHL,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TBORG,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TCELL,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TCKRC,2024-08-21,2026-05-08,432,1,1,1,0,ok,
TDGYO,2021-01-06,2026-05-08,1335,1,1,1,1,ok,
TEHOL,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TEKTU,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TERA,2022-12-22,2026-05-08,844,1,1,1,1,ok,
TEZOL,2021-09-15,2026-05-08,1166,1,1,1,1,ok,
TGSAS,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
THYAO,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TKFEN,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TKNSA,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TLMAN,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TMPOL,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TMSN,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TNZTP,2023-01-11,2026-05-08,830,1,1,1,1,ok,
TOASO,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TRALT,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TRCAS,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TRENJ,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TRGYO,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TRHOL,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TRILC,2021-03-05,2026-05-08,1293,1,1,1,1,ok,
TRMET,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TSGYO,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TSKB,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TSPOR,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TTKOM,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TTRAK,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TUCLK,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TUKAS,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TUPRS,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TUREX,2021-04-08,2026-05-08,1270,1,1,1,1,ok,
TURGG,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
TURSG,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
UCAYM,2026-01-22,2026-05-08,30,0,0,1,0,ok,
UFUK,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
ULAS,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
ULKER,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
ULUFA,2021-11-11,2026-05-08,1126,1,1,1,1,ok,
ULUSE,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
ULUUN,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
UNLU,2021-06-07,2026-05-08,1232,1,1,1,1,ok,
USAK,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
VAKBN,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
VAKFA,2025-11-20,2026-05-08,118,0,1,1,0,ok,
VAKFN,2026-01-22,2026-05-08,74,0,0,1,0,ok,
VAKKO,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
VANGD,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
VBTYZ,2021-07-12,2026-05-08,1207,1,1,1,1,ok,
VERTU,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
VERUS,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
VESBE,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
VESTL,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
VKGYO,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
VKING,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
VRGYO,2023-10-27,2026-05-08,635,1,1,1,1,ok,
VSNMD,2025-02-11,2026-05-08,311,0,1,1,0,ok,
XU100,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
YAPRK,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
YATAS,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
YAYLA,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
YEOTK,2021-09-03,2026-05-08,1174,1,1,1,1,ok,
YESIL,2021-01-06,2026-05-08,1328,1,1,1,1,ok,
YGGYO,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
YIGIT,2024-06-06,2026-05-08,482,1,1,1,0,ok,
YKBNK,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
YKSLN,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
YUNSA,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
YYLGD,2022-05-20,2026-05-08,994,1,1,1,1,ok,
ZEDUR,2021-01-06,2026-05-08,1335,1,1,1,1,ok,
ZERGY,2025-12-18,2026-05-08,98,0,1,1,0,ok,
ZGYO,2026-01-16,2026-05-07,44,0,0,1,0,ok,
ZOREN,2021-01-06,2026-05-08,1336,1,1,1,1,ok,
ZRGYO,2021-05-06,2026-05-08,1251,1,1,1,1,ok,
