symbol,first_date,last_date,row_count,has_2024_data,has_2025_data,has_2026_data
MERIT,2026-01-22,2026-05-08,74,False,False,True
MERKO,2026-01-22,2026-05-08,74,False,False,True
METRO,2026-01-22,2026-05-08,74,False,False,True
MEYSU,2026-01-22,2026-05-08,74,False,False,True
MGROS,2026-01-22,2026-05-08,74,False,False,True
MHRGY,2026-01-22,2026-05-08,74,False,False,True
MIATK,2026-01-22,2026-05-08,74,False,False,True
MNDTR,2026-01-22,2026-05-08,74,False,False,True
MOBTL,2026-01-22,2026-05-08,74,False,False,True
MOGAN,2026-01-22,2026-05-08,74,False,False,True
MOPAS,2026-01-22,2026-05-08,74,False,False,True
MPARK,2026-01-22,2026-05-08,74,False,False,True
MRGYO,2026-01-22,2026-05-08,74,False,False,True
MRSHL,2026-01-22,2026-05-08,74,False,False,True
MSGYO,2026-01-22,2026-05-08,74,False,False,True
MTRKS,2026-01-22,2026-05-08,74,False,False,True
MZHLD,2026-01-22,2026-05-08,74,False,False,True
NATEN,2026-01-22,2026-05-08,74,False,False,True
NETAS,2026-01-22,2026-05-08,74,False,False,True
NETCD,2026-02-05,2026-05-08,64,False,False,True
NIBAS,2026-01-22,2026-05-08,74,False,False,True
NTGAZ,2026-01-22,2026-05-08,74,False,False,True
NTHOL,2026-01-22,2026-05-08,74,False,False,True
NUGYO,2026-01-22,2026-05-08,74,False,False,True
NUHCM,2026-01-22,2026-05-08,74,False,False,True
OBAMS,2026-01-22,2026-05-08,74,False,False,True
OBASE,2026-01-22,2026-05-08,74,False,False,True
ODAS,2026-01-22,2026-05-08,74,False,False,True
OFSYM,2026-01-22,2026-05-08,74,False,False,True
ONCSM,2026-01-22,2026-05-08,74,False,False,True
ONRYT,2026-01-22,2026-05-08,74,False,False,True
ORCAY,2026-01-22,2026-05-08,74,False,False,True
ORGE,2026-01-22,2026-05-08,74,False,False,True
OSMEN,2026-01-22,2026-05-08,74,False,False,True
OSTIM,2026-01-22,2026-05-08,74,False,False,True
OTKAR,2026-01-22,2026-05-08,74,False,False,True
OTTO,2026-01-22,2026-05-08,74,False,False,True
OYAKC,2026-01-22,2026-05-08,74,False,False,True
OYLUM,2026-01-22,2026-05-08,74,False,False,True
OYYAT,2026-01-22,2026-05-08,74,False,False,True
OZATD,2026-01-22,2026-05-08,74,False,False,True
OZGYO,2026-01-22,2026-05-08,74,False,False,True
OZSUB,2026-01-22,2026-05-08,74,False,False,True
OZYSR,2026-01-22,2026-05-08,74,False,False,True
PAGYO,2026-01-22,2026-05-08,74,False,False,True
PAHOL,2026-01-22,2026-05-08,74,False,False,True
PAMEL,2026-01-22,2026-05-08,74,False,False,True
PAPIL,2026-01-22,2026-05-08,74,False,False,True
PARSN,2026-01-22,2026-05-08,74,False,False,True
PASEU,2026-01-22,2026-05-08,74,False,False,True
PATEK,2026-01-22,2026-05-08,74,False,False,True
PCILT,2026-01-22,2026-05-08,74,False,False,True
PEKGY,2026-01-22,2026-05-08,74,False,False,True
PENGD,2026-01-22,2026-05-08,74,False,False,True
PENTA,2026-01-22,2026-05-08,74,False,False,True
PETKM,2026-01-22,2026-05-08,74,False,False,True
PETUN,2026-01-22,2026-05-08,74,False,False,True
PGSUS,2026-01-22,2026-05-08,74,False,False,True
PINSU,2026-01-22,2026-05-08,74,False,False,True
PKART,2026-01-22,2026-05-08,74,False,False,True
PKENT,2026-01-22,2026-05-08,74,False,False,True
PLTUR,2026-01-22,2026-05-08,74,False,False,True
PNLSN,2026-01-22,2026-05-08,74,False,False,True
PNSUT,2026-01-22,2026-05-08,74,False,False,True
POLHO,2026-01-22,2026-05-08,74,False,False,True
POLTK,2026-01-22,2026-05-08,74,False,False,True
PRDGS,2026-01-22,2026-05-08,74,False,False,True
PRKME,2026-01-22,2026-05-08,74,False,False,True
PRZMA,2026-01-22,2026-05-08,74,False,False,True
PSDTC,2026-01-22,2026-05-08,74,False,False,True
PSGYO,2026-01-22,2026-05-08,74,False,False,True
QUAGR,2026-01-22,2026-05-08,74,False,False,True
RALYH,2026-01-22,2026-05-08,74,False,False,True
RAYSG,2026-01-22,2026-05-08,74,False,False,True
REEDR,2026-01-22,2026-05-08,74,False,False,True
RGYAS,2026-01-22,2026-05-08,74,False,False,True
RNPOL,2026-01-22,2026-05-08,74,False,False,True
RODRG,2026-01-22,2026-05-08,74,False,False,True
RTALB,2026-01-22,2026-05-08,74,False,False,True
RUBNS,2026-01-22,2026-05-08,74,False,False,True
RUZYE,2026-01-22,2026-05-08,74,False,False,True
RYGYO,2026-01-22,2026-05-08,74,False,False,True
RYSAS,2026-01-22,2026-05-08,74,False,False,True
SAFKR,2026-01-22,2026-05-08,74,False,False,True
SAHOL,2026-01-22,2026-05-08,74,False,False,True
SAMAT,2026-01-22,2026-05-08,74,False,False,True
SANEL,2026-01-22,2026-05-08,74,False,False,True
SANFM,2026-01-22,2026-05-08,74,False,False,True
SANKO,2026-01-22,2026-05-08,74,False,False,True
SASA,2026-01-22,2026-05-08,74,False,False,True
SAYAS,2026-01-22,2026-05-08,74,False,False,True
SDTTR,2026-01-22,2026-05-08,74,False,False,True
SEGMN,2026-01-22,2026-05-08,74,False,False,True
SEGYO,2026-01-22,2026-05-08,74,False,False,True
SEKFK,2026-01-22,2026-05-08,74,False,False,True
SEKUR,2026-01-22,2026-05-08,74,False,False,True
SELEC,2026-01-22,2026-05-08,74,False,False,True
SELVA,2026-01-22,2026-05-08,74,False,False,True
SERNT,2026-01-22,2026-05-08,74,False,False,True
SEYKM,2026-01-22,2026-05-08,74,False,False,True
SILVR,2026-01-22,2026-05-08,74,False,False,True
SISE,2026-01-22,2026-05-08,74,False,False,True
SKBNK,2026-01-22,2026-05-08,74,False,False,True
SKTAS,2026-01-22,2026-05-08,74,False,False,True
SKYLP,2026-01-22,2026-05-08,74,False,False,True
SKYMD,2026-01-22,2026-05-08,74,False,False,True
SMART,2026-01-22,2026-05-08,74,False,False,True
SMRTG,2026-01-22,2026-05-08,74,False,False,True
SMRVA,2026-01-22,2026-05-08,74,False,False,True
SNGYO,2026-01-22,2026-05-08,74,False,False,True
SNICA,2026-01-22,2026-05-08,74,False,False,True
SOKE,2026-01-22,2026-05-08,74,False,False,True
SONME,2026-01-22,2026-05-08,74,False,False,True
SRVGY,2026-01-22,2026-05-08,74,False,False,True
SUNTK,2026-01-22,2026-05-08,74,False,False,True
SURGY,2026-01-22,2026-05-08,74,False,False,True
SUWEN,2026-01-22,2026-05-08,74,False,False,True
TABGD,2026-01-22,2026-05-08,74,False,False,True
TARKM,2026-01-22,2026-05-08,74,False,False,True
TATEN,2026-01-22,2026-05-08,74,False,False,True
TATGD,2026-01-22,2026-05-08,74,False,False,True
TAVHL,2026-01-22,2026-05-08,74,False,False,True
TCKRC,2026-01-22,2026-05-08,74,False,False,True
TDGYO,2026-01-22,2026-05-08,74,False,False,True
TEHOL,2026-01-22,2026-05-08,74,False,False,True
TEKTU,2026-01-22,2026-05-08,74,False,False,True
TERA,2026-01-22,2026-05-08,74,False,False,True
TGSAS,2026-01-22,2026-05-08,74,False,False,True
THYAO,2026-01-22,2026-05-08,74,False,False,True
TKFEN,2026-01-22,2026-05-08,74,False,False,True
TKNSA,2026-01-22,2026-05-08,74,False,False,True
TLMAN,2026-01-22,2026-05-08,74,False,False,True
TMPOL,2026-01-22,2026-05-08,74,False,False,True
TMSN,2026-01-22,2026-05-08,74,False,False,True
TNZTP,2026-01-22,2026-05-08,74,False,False,True
TRALT,2026-01-22,2026-05-08,74,False,False,True
TRCAS,2026-01-22,2026-05-08,74,False,False,True
TRGYO,2026-01-22,2026-05-08,74,False,False,True
TRHOL,2026-01-22,2026-05-08,74,False,False,True
TRILC,2026-01-22,2026-05-08,74,False,False,True
TSGYO,2026-01-22,2026-05-08,74,False,False,True
TSKB,2026-01-22,2026-05-08,74,False,False,True
TSPOR,2026-01-22,2026-05-08,74,False,False,True
TTKOM,2026-01-22,2026-05-08,74,False,False,True
TUCLK,2026-01-22,2026-05-08,74,False,False,True
TUKAS,2026-01-22,2026-05-08,74,False,False,True
TUREX,2026-01-22,2026-05-08,74,False,False,True
TURGG,2026-01-22,2026-05-08,74,False,False,True
TURSG,2026-01-22,2026-05-08,74,False,False,True
UCAYM,2026-01-22,2026-05-08,74,False,False,True
UFUK,2026-01-22,2026-05-08,74,False,False,True
ULAS,2026-01-22,2026-05-08,74,False,False,True
ULUFA,2026-01-22,2026-05-08,74,False,False,True
ULUSE,2026-01-22,2026-05-08,74,False,False,True
ULUUN,2026-01-22,2026-05-08,74,False,False,True
USAK,2026-01-22,2026-05-08,74,False,False,True
VAKBN,2026-01-22,2026-05-08,74,False,False,True
VAKFA,2026-01-22,2026-05-08,74,False,False,True
VAKFN,2026-01-22,2026-05-08,74,False,False,True
VAKKO,2026-01-22,2026-05-08,74,False,False,True
VANGD,2026-01-22,2026-05-08,74,False,False,True
VERTU,2026-01-22,2026-05-08,74,False,False,True
VERUS,2026-01-22,2026-05-08,74,False,False,True
VESBE,2026-01-22,2026-05-08,74,False,False,True
VESTL,2026-01-22,2026-05-08,74,False,False,True
VKGYO,2026-01-22,2026-05-08,74,False,False,True
VKING,2026-01-22,2026-05-08,74,False,False,True
VRGYO,2026-01-22,2026-05-08,74,False,False,True
VSNMD,2026-01-22,2026-05-08,74,False,False,True
YATAS,2026-01-22,2026-05-08,74,False,False,True
YAYLA,2026-01-22,2026-05-08,74,False,False,True
YEOTK,2026-01-22,2026-05-08,74,False,False,True
YESIL,2026-01-22,2026-05-08,66,False,False,True
YGGYO,2026-01-22,2026-05-08,74,False,False,True
YIGIT,2026-01-22,2026-05-08,74,False,False,True
YKBNK,2026-01-22,2026-05-08,74,False,False,True
YKSLN,2026-01-22,2026-05-08,74,False,False,True
YUNSA,2026-01-22,2026-05-08,74,False,False,True
