symbol,first_date,last_date,row_count,has_2024_data,has_2025_data,has_2026_data
TMSN,2021-01-06,2026-05-08,1336,True,True,True
TNZTP,2023-01-11,2026-05-08,830,True,True,True
TOASO,2021-01-06,2026-05-08,1336,True,True,True
TRALT,2021-01-06,2026-05-08,1336,True,True,True
TRCAS,2021-01-06,2026-05-08,1336,True,True,True
TRENJ,2021-01-06,2026-05-08,1336,True,True,True
TRGYO,2021-01-06,2026-05-08,1336,True,True,True
TRHOL,2021-01-06,2026-05-08,1336,True,True,True
TRILC,2021-03-05,2026-05-08,1293,True,True,True
TRMET,2021-01-06,2026-05-08,1336,True,True,True
TSGYO,2021-01-06,2026-05-08,1336,True,True,True
TSKB,2021-01-06,2026-05-08,1336,True,True,True
TSPOR,2021-01-06,2026-05-08,1336,True,True,True
TTKOM,2021-01-06,2026-05-08,1336,True,True,True
TTRAK,2021-01-06,2026-05-08,1336,True,True,True
TUCLK,2021-01-06,2026-05-08,1336,True,True,True
TUKAS,2021-01-06,2026-05-08,1336,True,True,True
TUPRS,2021-01-06,2026-05-08,1336,True,True,True
TUREX,2021-04-08,2026-05-08,1270,True,True,True
TURGG,2021-01-06,2026-05-08,1336,True,True,True
TURSG,2021-01-06,2026-05-08,1336,True,True,True
UFUK,2021-01-06,2026-05-08,1336,True,True,True
ULAS,2021-01-06,2026-05-08,1336,True,True,True
ULKER,2021-01-06,2026-05-08,1336,True,True,True
ULUFA,2021-11-11,2026-05-08,1126,True,True,True
ULUSE,2021-01-06,2026-05-08,1336,True,True,True
ULUUN,2021-01-06,2026-05-08,1336,True,True,True
UNLU,2021-06-07,2026-05-08,1232,True,True,True
USAK,2021-01-06,2026-05-08,1336,True,True,True
VAKBN,2021-01-06,2026-05-08,1336,True,True,True
VAKFA,2025-11-20,2026-05-08,118,False,True,True
VAKFN,2022-11-28,2026-05-08,862,True,True,True
VAKKO,2021-01-06,2026-05-08,1336,True,True,True
VANGD,2021-01-06,2026-05-08,1336,True,True,True
VBTYZ,2021-07-12,2026-05-08,1207,True,True,True
VERTU,2021-01-06,2026-05-08,1336,True,True,True
VERUS,2021-01-06,2026-05-08,1336,True,True,True
VESBE,2021-01-06,2026-05-08,1336,True,True,True
VESTL,2021-01-06,2026-05-08,1336,True,True,True
VKGYO,2021-01-06,2026-05-08,1336,True,True,True
VKING,2021-01-06,2026-05-08,1336,True,True,True
VRGYO,2023-10-27,2026-05-08,635,True,True,True
VSNMD,2025-02-11,2026-05-08,311,False,True,True
YAPRK,2021-01-06,2026-05-08,1336,True,True,True
YATAS,2021-01-06,2026-05-08,1336,True,True,True
YAYLA,2021-01-06,2026-05-08,1336,True,True,True
YEOTK,2021-09-03,2026-05-08,1174,True,True,True
YESIL,2021-01-06,2026-05-08,1328,True,True,True
YGGYO,2021-01-06,2026-05-08,1336,True,True,True
YIGIT,2024-06-06,2026-05-08,482,True,True,True
YKBNK,2021-01-06,2026-05-08,1336,True,True,True
YKSLN,2021-01-06,2026-05-08,1336,True,True,True
YUNSA,2021-01-06,2026-05-08,1336,True,True,True
YYLGD,2022-05-20,2026-05-08,994,True,True,True
ZEDUR,2021-01-06,2026-05-08,1335,True,True,True
ZERGY,2025-12-18,2026-05-08,98,False,True,True
ZOREN,2021-01-06,2026-05-08,1336,True,True,True
ZRGYO,2021-05-06,2026-05-08,1251,True,True,True
