period_start,period_end,effective_as_of_date,strategy,symbol,signal_date,entry_price,exit_date_15d,exit_15d_close,return_15d,benchmark_return_15d,alpha_15d,beat_xu100_15d,exit_date_30d,exit_30d_close,return_30d,benchmark_return_30d,alpha_30d,beat_xu100_30d,exit_date_to_latest,exit_price_to_latest,return_to_latest,benchmark_return_to_latest,alpha_to_latest,beat_xu100_to_latest,interest_score,rvol_20d,turnover_ratio_20d,close_position,daily_return_pct,near_20d_high_pct,above_ma20,above_ma50
2026-03-01,2026-04-01,2026-05-09,positive_interest,SAHOL,2026-03-23,89.95,2026-04-14,100.5,11.72873818788216,9.838083983492862,1.890654204389298,True,2026-05-07,100.0,11.17287381878822,16.319132941897085,-5.146259123108864,False,2026-05-08 09:00:00,100.0,11.17287381878822,14.3868999161614,-3.2140260973731802,False,40.0,1.6932311252065348,1.6235452316720003,0.9761904761904775,0.9724473257698651,,False,False
2026-03-01,2026-04-01,2026-05-09,positive_interest,SARKY,2026-03-23,27.72,2026-04-14,28.42,2.5252525252525304,9.838083983492862,-7.312831458240331,False,2026-05-07,28.12,1.443001443001446,16.319132941897085,-14.876131498895639,False,2026-05-08 09:00:00,28.26,1.9480519480519654,14.3868999161614,-12.438847968109435,False,55.0,1.7840237510149761,1.5222817019736001,0.8513513513513512,6.642599277978345,,False,False
2026-03-01,2026-04-01,2026-05-09,positive_interest,SISE,2026-03-23,47.44,2026-04-14,48.08,1.3490725126475533,9.838083983492862,-8.489011470845309,False,2026-05-07,49.12,3.541315345699836,16.319132941897085,-12.777817596197249,False,2026-05-08 09:00:00,51.8,9.190556492411472,14.3868999161614,-5.196343423749928,False,100.0,3.8327045182996575,4.249346775813824,1.0,9.986443741527351,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_interest,TAVHL,2026-03-23,291.5,2026-04-14,330.25,13.293310463121788,9.838083983492862,3.4552264796289265,True,2026-05-07,290.0,-0.5145797598627766,16.319132941897085,-16.83371270175986,False,2026-05-08 09:00:00,284.0,-2.572898799313894,14.3868999161614,-16.959798715475294,False,50.0,1.7030450874022236,1.6681266730820627,1.0,4.545454545454541,,False,False
2026-03-01,2026-04-01,2026-05-09,positive_interest,TCELL,2026-03-23,106.2,2026-04-14,116.3,9.51035781544256,9.838083983492862,-0.32772616805030097,False,2026-05-07,118.6,11.67608286252353,16.319132941897085,-4.643050079373555,False,2026-05-08 09:00:00,120.0,12.994350282485879,14.3868999161614,-1.3925496336755216,False,40.0,1.8468197875438588,1.7599866017128085,1.0,1.6885553470919357,,False,False
2026-03-01,2026-04-01,2026-05-09,positive_interest,THYAO,2026-03-23,291.0,2026-04-14,324.0,11.340206185567014,9.838083983492862,1.502122202074153,True,2026-05-07,312.5,7.388316151202745,16.319132941897085,-8.93081679069434,False,2026-05-08 09:00:00,311.0,6.872852233676974,14.3868999161614,-7.514047682484427,False,50.0,1.705650450734808,1.69493118711886,0.9552238805970149,2.0725388601036343,,True,False
2026-03-01,2026-04-01,2026-05-09,positive_interest,ULKER,2026-03-23,110.8,2026-04-14,120.3,8.574007220216618,9.838083983492862,-1.2640767632762433,False,2026-05-07,130.3,17.599277978339355,16.319132941897085,1.2801450364422706,True,2026-05-08 09:00:00,130.4,17.689530685920584,14.3868999161614,3.3026307697591832,True,35.0,1.8393452599278355,1.7596940484729358,1.0,0.0888888888888939,,False,False
2026-03-01,2026-04-01,2026-05-09,positive_interest,YKBNK,2026-03-23,33.34,2026-04-14,37.68,13.017396520695845,9.838083983492862,3.179312537202984,True,2026-05-07,38.66,15.956808638272314,16.319132941897085,-0.36232430362477075,False,2026-05-08 09:00:00,39.3,17.87642471505697,14.3868999161614,3.4895247988955695,True,35.0,1.861373008961159,1.6844545367602548,0.976923076923076,0.05750431282345314,,False,False
2026-03-01,2026-04-01,2026-05-09,positive_interest,ASTOR,2026-03-25,203.2,2026-04-16,192.0,-5.5118110236220375,11.58154357722836,-17.093354600850397,False,,,,,,,2026-05-08 09:00:00,326.0,60.43307086614173,16.189455772080397,44.24361509406134,True,95.0,3.2450156620098114,3.6360586130582346,0.8859060402684553,9.071949947862334,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_interest,EUPWR,2026-03-25,37.72,2026-04-16,39.68,5.1961823966065745,11.58154357722836,-6.385361180621785,False,,,,,,,2026-05-08 09:00:00,59.1,56.68080593849418,16.189455772080397,40.49135016641378,True,70.0,2.216422798033485,2.3622630774894806,0.7959183673469381,7.657142857142851,,True,False
2026-03-01,2026-04-01,2026-05-09,positive_interest,PSGYO,2026-03-25,2.94,2026-04-16,2.75,-6.4625850340136015,11.58154357722836,-18.04412861124196,False,,,,,,,2026-05-08 09:00:00,3.19,8.503401360544217,16.189455772080397,-7.68605441153618,False,100.0,3.699222488226393,4.503634712923821,1.0,9.836065573770503,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_interest,AKSA,2026-03-26,10.79,2026-04-17,10.95,1.4828544949026856,14.881963492434735,-13.39910899753205,False,,,,,,,2026-05-08 09:00:00,11.2,3.7998146431881485,18.35137101577269,-14.551556372584539,False,75.0,2.0117550214781117,2.1562086477581994,0.7205882352941183,4.070305272895469,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_interest,MAGEN,2026-03-26,51.1,2026-04-17,62.15,21.624266144814076,14.881963492434735,6.74230265237934,True,,,,,,,2026-05-08 09:00:00,63.0,23.28767123287672,18.35137101577269,4.93630021710403,True,55.0,1.5704278622275625,1.6917406130594124,0.6981132075471708,1.8627450980392313,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_interest,TKFEN,2026-03-26,97.7,2026-04-17,120.8,23.643807574206743,14.881963492434735,8.761844081772008,True,,,,,,,2026-05-08 09:00:00,154.3,57.932446264073704,18.35137101577269,39.58107524830102,True,70.0,1.642518478372595,1.9177254380201665,0.9157894736842094,5.183098591549284,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_interest,EFOR,2026-03-30,9.65,2026-04-21,9.73,0.8290155440414448,12.387010221265292,-11.557994677223848,False,,,,,,,2026-05-08 09:00:00,13.57,40.62176165803108,19.295362476091647,21.326399181939436,True,70.0,3.6446011209968763,3.0578332230671705,0.7578947368421051,4.663774403470722,,False,False
2026-03-01,2026-04-01,2026-05-09,positive_interest,MIATK,2026-03-30,41.58,2026-04-21,40.6,-2.356902356902346,12.387010221265292,-14.743912578167638,False,,,,,,,2026-05-08 09:00:00,49.6,19.288119288119287,19.295362476091647,-0.007243187972360232,False,90.0,3.180543959555189,3.436577524593407,1.0,9.999999999999986,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_interest,SOKM,2026-03-30,48.92,2026-04-21,51.0,4.251839738348329,12.387010221265292,-8.135170482916964,False,,,,,,,2026-05-08 09:00:00,51.7,5.68274734260017,19.295362476091647,-13.612615133491477,False,40.0,1.7308740495545216,1.5349533357632137,0.7037037037037029,1.7849730178497225,,False,False
2026-03-01,2026-04-01,2026-05-09,positive_interest,ARCLK,2026-03-31,110.2,2026-04-22,115.2,4.537205081669682,10.802550960861401,-6.265345879191719,False,,,,,,,2026-05-08 09:00:00,114.2,3.62976406533575,17.759937080661526,-14.130173015325777,False,30.0,1.8036621682555039,1.7469696100058643,0.7027027027027006,0.5555555555555536,,False,False
2026-03-01,2026-04-01,2026-05-09,positive_interest,CCOLA,2026-03-31,69.7,2026-04-22,78.4,12.482065997130555,10.802550960861401,1.6795150362691533,True,,,,,,,2026-05-08 09:00:00,86.65,24.31850789096126,17.759937080661526,6.558570810299734,True,60.0,1.6738710266136614,1.688359492780526,0.9784946236559151,7.311500380807301,,True,False
2026-03-01,2026-04-01,2026-05-09,positive_interest,KRDMD,2026-03-31,32.08,2026-04-22,36.16,12.718204488778051,10.802550960861401,1.9156535279166498,True,,,,,,,2026-05-08 09:00:00,40.52,26.309226932668352,17.759937080661526,8.549289852006826,True,80.0,2.506846367104071,2.5734405177248663,0.8518518518518517,6.112637362637363,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_interest,KTLEV,2026-03-31,81.0,2026-04-22,103.6,27.901234567901234,10.802550960861401,17.09868360703983,True,,,,,,,2026-05-08 09:00:00,115.9,43.086419753086425,17.759937080661526,25.3264826724249,True,82.0,1.5306641012496678,2.1057940936312547,1.0,3.4391534391534417,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,PETKM,2026-03-05,18.4,2026-03-30,20.5,11.413043478260887,-1.301199658245522,12.71424313650641,True,2026-04-20,22.48,22.173913043478265,13.226961082045307,8.946951961432958,True,2026-05-08 09:00:00,24.72,34.34782608695652,15.167295795604074,19.180530291352447,True,60.0,1.719287172802893,1.8064349651987548,0.6634615384615368,3.80289234065343,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,BSOKE,2026-03-06,32.7,2026-03-31,32.4,-0.9174311926605672,0.7005196032120908,-1.617950795872658,False,2026-04-21,35.2,7.645259938837912,13.174303259329246,-5.5290433204913345,False,2026-05-08 09:00:00,39.5,20.795107033639137,17.743091627250006,3.052015406389131,True,95.0,2.048473294818679,2.2901879133457648,1.0,9.946595460614137,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,TUREX,2026-03-12,7.83,2026-04-06,7.9,0.8939974457215838,0.14801881626189672,0.7459786294596871,True,2026-04-28,8.51,8.684546615581091,9.443340795375832,-0.7587941797947408,False,2026-05-08 09:00:00,9.42,20.30651340996168,13.371322854226797,6.935190555734884,True,90.0,4.485468258129804,4.661144166044497,1.0,10.000000000000009,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,TURSG,2026-03-12,13.47,2026-04-06,12.7,-5.716406829992582,0.14801881626189672,-5.864425646254479,False,2026-04-28,13.78,2.3014105419450592,9.443340795375832,-7.141930253430773,False,2026-05-08 09:00:00,14.57,8.16629547141796,13.371322854226797,-5.2050273828088365,False,77.0,1.9590576849745478,2.032107057120227,0.953125000000001,5.048859934853422,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,ENJSA,2026-03-13,119.1,2026-04-07,118.5,-0.5037783375314797,-0.27136497508628565,-0.23241336244519406,False,2026-04-29,122.5,2.854743912678437,10.453803123012628,-7.599059210334191,False,2026-05-08 09:00:00,120.5,1.1754827875734675,15.044149781599693,-13.868666994026224,False,62.0,1.8915080697143483,2.0856190886221713,0.75,1.1774600504625754,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,GLRMK,2026-03-17,168.0,2026-04-09,243.0,44.64285714285714,4.375633333409579,40.26722380944756,True,2026-05-04,190.0,13.095238095238093,9.565135839294015,3.530102255944078,True,2026-05-08 09:00:00,202.6,20.595238095238088,13.959039462534806,6.636198632703282,True,75.0,3.576214418540889,3.808216495597217,0.9514563106796117,3.462441314553999,,True,False
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,KUYAS,2026-03-17,77.3,2026-04-09,85.8,10.996119016817584,4.375633333409579,6.620485683408005,True,2026-05-04,82.05,6.144890038809825,9.565135839294015,-3.4202458004841905,False,2026-05-08 09:00:00,87.8,13.583441138421737,13.959039462534806,-0.3755983241130689,False,70.0,1.7980771626949845,1.9180066221686272,0.8115942028985513,6.927921623512945,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,REEDR,2026-03-17,8.12,2026-04-09,7.5,-7.635467980295562,4.375633333409579,-12.01110131370514,False,2026-05-04,7.59,-6.5270935960591085,9.565135839294015,-16.092229435353126,False,2026-05-08 09:00:00,7.86,-3.2019704433497442,13.959039462534806,-17.16100990588455,False,100.0,9.690438821277658,11.238147972341878,1.0,9.970238095238093,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,ISMEN,2026-03-19,46.06,2026-04-13,43.62,-5.297438124185849,6.761385037848866,-12.058823162034715,False,2026-05-06,43.02,-6.600086843247932,13.284088285683037,-19.88417512893097,False,2026-05-08 09:00:00,42.42,-7.902735562310026,15.44277467634192,-23.345510238651947,False,50.0,1.7273445353758168,1.7207290851815278,1.0,3.753351206434319,,False,False
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,ECILC,2026-03-23,115.2,2026-04-14,99.95,-13.237847222222221,9.838083983492862,-23.075931205715083,False,2026-05-07,87.4,-24.131944444444443,16.319132941897085,-40.451077386341524,False,2026-05-08 09:00:00,91.05,-20.963541666666675,14.3868999161614,-35.350441582828076,False,75.0,2.147644341380901,2.2179420998991364,0.9270833333333331,3.7165082108902237,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,RALYH,2026-03-23,160.1,2026-04-14,281.75,75.98376014990632,9.838083983492862,66.14567616641345,True,2026-05-07,385.75,140.9431605246721,16.319132941897085,124.62402758277501,True,2026-05-08 09:00:00,386.25,141.25546533416616,14.3868999161614,126.86856541800476,True,85.0,4.506084087706429,4.735270864160965,1.0,9.964157706093202,,True,False
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,SISE,2026-03-23,47.44,2026-04-14,48.08,1.3490725126475533,9.838083983492862,-8.489011470845309,False,2026-05-07,49.12,3.541315345699836,16.319132941897085,-12.777817596197249,False,2026-05-08 09:00:00,51.8,9.190556492411472,14.3868999161614,-5.196343423749928,False,100.0,3.8327045182996575,4.249346775813824,1.0,9.986443741527351,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,TAVHL,2026-03-23,291.5,2026-04-14,330.25,13.293310463121788,9.838083983492862,3.4552264796289265,True,2026-05-07,290.0,-0.5145797598627766,16.319132941897085,-16.83371270175986,False,2026-05-08 09:00:00,284.0,-2.572898799313894,14.3868999161614,-16.959798715475294,False,50.0,1.7030450874022236,1.6681266730820627,1.0,4.545454545454541,,False,False
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,EUPWR,2026-03-25,37.72,2026-04-16,39.68,5.1961823966065745,11.58154357722836,-6.385361180621785,False,,,,,,,2026-05-08 09:00:00,59.1,56.68080593849418,16.189455772080397,40.49135016641378,True,70.0,2.216422798033485,2.3622630774894806,0.7959183673469381,7.657142857142851,,True,False
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,GRTHO,2026-03-25,240.1,2026-04-16,253.5,5.58100791336944,11.58154357722836,-6.000535663858919,False,,,,,,,2026-05-08 09:00:00,253.5,5.58100791336944,16.189455772080397,-10.608447858710957,False,55.0,1.5087868484608544,1.5213931910284642,0.7031963470319632,2.977667493796532,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,PSGYO,2026-03-25,2.94,2026-04-16,2.75,-6.4625850340136015,11.58154357722836,-18.04412861124196,False,,,,,,,2026-05-08 09:00:00,3.19,8.503401360544217,16.189455772080397,-7.68605441153618,False,100.0,3.699222488226393,4.503634712923821,1.0,9.836065573770503,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,MAGEN,2026-03-26,51.1,2026-04-17,62.15,21.624266144814076,14.881963492434735,6.74230265237934,True,,,,,,,2026-05-08 09:00:00,63.0,23.28767123287672,18.35137101577269,4.93630021710403,True,55.0,1.5704278622275625,1.6917406130594124,0.6981132075471708,1.8627450980392313,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,PASEU,2026-03-26,120.4,2026-04-17,126.0,4.6511627906976605,14.881963492434735,-10.230800701737074,False,,,,,,,2026-05-08 09:00:00,103.3,-14.202657807308972,18.35137101577269,-32.55402882308166,False,50.0,2.1877051038020077,2.1506411151224003,1.0,0.0,,False,False
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,AKSEN,2026-03-30,77.1,2026-04-21,79.95,3.6964980544747172,12.387010221265292,-8.690512166790576,False,,,,,,,2026-05-08 09:00:00,86.7,12.451361867704303,19.295362476091647,-6.8440006083873435,False,70.0,1.7124765050642847,1.877648092194826,1.0,9.986033519553072,,True,True
2026-03-01,2026-04-01,2026-05-09,positive_money_flow,KTLEV,2026-03-31,81.0,2026-04-22,103.6,27.901234567901234,10.802550960861401,17.09868360703983,True,,,,,,,2026-05-08 09:00:00,115.9,43.086419753086425,17.759937080661526,25.3264826724249,True,82.0,1.5306641012496678,2.1057940936312547,1.0,3.4391534391534417,,True,True
